trading_date,spread_name,price
2020/8/25,Spread_Port_01,-76
2020/8/25,Spread_Port_02,-224.4
2020/8/25,Spread_Port_03,-411.6
2020/8/25,Spread_Port_04,-148.4
2020/8/25,Spread_Port_05,-335.6
2020/8/25,Spread_Port_06,-187.2
2020/8/26,Spread_Port_01,-78.4
2020/8/26,Spread_Port_02,-221.4
2020/8/26,Spread_Port_03,-409.6
2020/8/26,Spread_Port_04,-143
2020/8/26,Spread_Port_05,-331.2
2020/8/26,Spread_Port_06,-188.2
2020/8/27,Spread_Port_01,-80.8
2020/8/27,Spread_Port_02,-223.6
2020/8/27,Spread_Port_03,-414.2
2020/8/27,Spread_Port_04,-142.8
2020/8/27,Spread_Port_05,-333.4
2020/8/27,Spread_Port_06,-190.6
2020/8/28,Spread_Port_01,-74.6
2020/8/28,Spread_Port_02,-219
2020/8/28,Spread_Port_03,-404.6
2020/8/28,Spread_Port_04,-144.4
2020/8/28,Spread_Port_05,-330
2020/8/28,Spread_Port_06,-185.6
2020/8/31,Spread_Port_01,-67.4
2020/8/31,Spread_Port_02,-217.2
2020/8/31,Spread_Port_03,-411.4
2020/8/31,Spread_Port_04,-149.8
2020/8/31,Spread_Port_05,-344
2020/8/31,Spread_Port_06,-194.2
2020/9/1,Spread_Port_01,-67.2
2020/9/1,Spread_Port_02,-215.2
2020/9/1,Spread_Port_03,-405.4
2020/9/1,Spread_Port_04,-148
2020/9/1,Spread_Port_05,-338.2
2020/9/1,Spread_Port_06,-190.2
2020/9/2,Spread_Port_01,-70.6
2020/9/2,Spread_Port_02,-220.2
2020/9/2,Spread_Port_03,-412
2020/9/2,Spread_Port_04,-149.6
2020/9/2,Spread_Port_05,-341.4
2020/9/2,Spread_Port_06,-191.8
2020/9/3,Spread_Port_01,-76.6
2020/9/3,Spread_Port_02,-222
2020/9/3,Spread_Port_03,-419
2020/9/3,Spread_Port_04,-145.4
2020/9/3,Spread_Port_05,-342.4
2020/9/3,Spread_Port_06,-197
2020/9/4,Spread_Port_01,-77.6
2020/9/4,Spread_Port_02,-227.2
2020/9/4,Spread_Port_03,-422
2020/9/4,Spread_Port_04,-149.6
2020/9/4,Spread_Port_05,-344.4
2020/9/4,Spread_Port_06,-194.8
2020/9/7,Spread_Port_01,-78
2020/9/7,Spread_Port_02,-225.8
2020/9/7,Spread_Port_03,-415.6
2020/9/7,Spread_Port_04,-147.8
2020/9/7,Spread_Port_05,-337.6
2020/9/7,Spread_Port_06,-189.8
2020/9/8,Spread_Port_01,-80.6
2020/9/8,Spread_Port_02,-226.8
2020/9/8,Spread_Port_03,-421.8
2020/9/8,Spread_Port_04,-146.2
2020/9/8,Spread_Port_05,-341.2
2020/9/8,Spread_Port_06,-195
2020/9/9,Spread_Port_01,-81.2
2020/9/9,Spread_Port_02,-226
2020/9/9,Spread_Port_03,-424.6
2020/9/9,Spread_Port_04,-144.8
2020/9/9,Spread_Port_05,-343.4
2020/9/9,Spread_Port_06,-198.6
2020/9/10,Spread_Port_01,-77.4
2020/9/10,Spread_Port_02,-219.4
2020/9/10,Spread_Port_03,-413.8
2020/9/10,Spread_Port_04,-142
2020/9/10,Spread_Port_05,-336.4
2020/9/10,Spread_Port_06,-194.4
2020/9/11,Spread_Port_01,-76.4
2020/9/11,Spread_Port_02,-224.6
2020/9/11,Spread_Port_03,-423.8
2020/9/11,Spread_Port_04,-148.2
2020/9/11,Spread_Port_05,-347.4
2020/9/11,Spread_Port_06,-199.2
2020/9/14,Spread_Port_01,-77.4
2020/9/14,Spread_Port_02,-239.6
2020/9/14,Spread_Port_03,-452.8
2020/9/14,Spread_Port_04,-162.2
2020/9/14,Spread_Port_05,-375.4
2020/9/14,Spread_Port_06,-213.2
2020/9/15,Spread_Port_01,-84.2
2020/9/15,Spread_Port_02,-252.6
2020/9/15,Spread_Port_03,-477.2
2020/9/15,Spread_Port_04,-168.4
2020/9/15,Spread_Port_05,-393
2020/9/15,Spread_Port_06,-224.6
2020/9/16,Spread_Port_01,-86.6
2020/9/16,Spread_Port_02,-263.6
2020/9/16,Spread_Port_03,-487.6
2020/9/16,Spread_Port_04,-177
2020/9/16,Spread_Port_05,-401
2020/9/16,Spread_Port_06,-224
2020/9/17,Spread_Port_01,-82.2
2020/9/17,Spread_Port_02,-258.6
2020/9/17,Spread_Port_03,-470.2
2020/9/17,Spread_Port_04,-176.4
2020/9/17,Spread_Port_05,-388
2020/9/17,Spread_Port_06,-211.6
2020/9/18,Spread_Port_01,-31.8692
2020/9/18,Spread_Port_02,-195.8692
2020/9/18,Spread_Port_03,-403.0692
2020/9/18,Spread_Port_04,-164
2020/9/18,Spread_Port_05,-371.2
2020/9/18,Spread_Port_06,-207.2
2020/9/21,Spread_Port_01,-83.8
2020/9/21,Spread_Port_02,-170.8
2020/9/21,Spread_Port_03,-378
2020/9/21,Spread_Port_04,-87
2020/9/21,Spread_Port_05,-294.2
2020/9/21,Spread_Port_06,-207.2
2020/9/22,Spread_Port_01,-92.4
2020/9/22,Spread_Port_02,-170.8
2020/9/22,Spread_Port_03,-381.6
2020/9/22,Spread_Port_04,-78.4
2020/9/22,Spread_Port_05,-289.2
2020/9/22,Spread_Port_06,-210.8
2020/9/23,Spread_Port_01,-82.6
2020/9/23,Spread_Port_02,-167
2020/9/23,Spread_Port_03,-376
2020/9/23,Spread_Port_04,-84.4
2020/9/23,Spread_Port_05,-293.4
2020/9/23,Spread_Port_06,-209
2020/9/24,Spread_Port_01,-86.2
2020/9/24,Spread_Port_02,-169
2020/9/24,Spread_Port_03,-373.8
2020/9/24,Spread_Port_04,-82.8
2020/9/24,Spread_Port_05,-287.6
2020/9/24,Spread_Port_06,-204.8
2020/9/25,Spread_Port_01,-79.6
2020/9/25,Spread_Port_02,-159.6
2020/9/25,Spread_Port_03,-348
2020/9/25,Spread_Port_04,-80
2020/9/25,Spread_Port_05,-268.4
2020/9/25,Spread_Port_06,-188.4
2020/9/28,Spread_Port_01,-78.4
2020/9/28,Spread_Port_02,-143.2
2020/9/28,Spread_Port_03,-312.8
2020/9/28,Spread_Port_04,-64.8
2020/9/28,Spread_Port_05,-234.4
2020/9/28,Spread_Port_06,-169.6
2020/9/29,Spread_Port_01,-81.2
2020/9/29,Spread_Port_02,-145.8
2020/9/29,Spread_Port_03,-314.2
2020/9/29,Spread_Port_04,-64.6
2020/9/29,Spread_Port_05,-233
2020/9/29,Spread_Port_06,-168.4
2020/9/30,Spread_Port_01,-82.4
2020/9/30,Spread_Port_02,-155.2
2020/9/30,Spread_Port_03,-334
2020/9/30,Spread_Port_04,-72.8
2020/9/30,Spread_Port_05,-251.6
2020/9/30,Spread_Port_06,-178.8
2020/10/9,Spread_Port_01,-82.6
2020/10/9,Spread_Port_02,-160
2020/10/9,Spread_Port_03,-351
2020/10/9,Spread_Port_04,-77.4
2020/10/9,Spread_Port_05,-268.4
2020/10/9,Spread_Port_06,-191
2020/10/12,Spread_Port_01,-77.8
2020/10/12,Spread_Port_02,-151.4
2020/10/12,Spread_Port_03,-335
2020/10/12,Spread_Port_04,-73.6
2020/10/12,Spread_Port_05,-257.2
2020/10/12,Spread_Port_06,-183.6
2020/10/13,Spread_Port_01,-78.2
2020/10/13,Spread_Port_02,-150.4
2020/10/13,Spread_Port_03,-338.2
2020/10/13,Spread_Port_04,-72.2
2020/10/13,Spread_Port_05,-260
2020/10/13,Spread_Port_06,-187.8
2020/10/14,Spread_Port_01,-71.6
2020/10/14,Spread_Port_02,-143.8
2020/10/14,Spread_Port_03,-334.4
2020/10/14,Spread_Port_04,-72.2
2020/10/14,Spread_Port_05,-262.8
2020/10/14,Spread_Port_06,-190.6
2020/10/15,Spread_Port_01,-69
2020/10/15,Spread_Port_02,-135.2
2020/10/15,Spread_Port_03,-323.2
2020/10/15,Spread_Port_04,-66.2
2020/10/15,Spread_Port_05,-254.2
2020/10/15,Spread_Port_06,-188
2020/10/16,Spread_Port_01,-72.6822
2020/10/16,Spread_Port_02,-135.6822
2020/10/16,Spread_Port_03,-309.6822
2020/10/16,Spread_Port_04,-63
2020/10/16,Spread_Port_05,-237
2020/10/16,Spread_Port_06,-174
2020/10/19,Spread_Port_01,-68.6
2020/10/19,Spread_Port_02,-249.6
2020/10/19,Spread_Port_03,-415.6
2020/10/19,Spread_Port_04,-181
2020/10/19,Spread_Port_05,-347
2020/10/19,Spread_Port_06,-166
2020/10/20,Spread_Port_01,-74.4
2020/10/20,Spread_Port_02,-259
2020/10/20,Spread_Port_03,-432.6
2020/10/20,Spread_Port_04,-184.6
2020/10/20,Spread_Port_05,-358.2
2020/10/20,Spread_Port_06,-173.6
2020/10/21,Spread_Port_01,-68.2
2020/10/21,Spread_Port_02,-250.2
2020/10/21,Spread_Port_03,-425.6
2020/10/21,Spread_Port_04,-182
2020/10/21,Spread_Port_05,-357.4
2020/10/21,Spread_Port_06,-175.4
2020/10/22,Spread_Port_01,-69
2020/10/22,Spread_Port_02,-248.4
2020/10/22,Spread_Port_03,-431.4
2020/10/22,Spread_Port_04,-179.4
2020/10/22,Spread_Port_05,-362.4
2020/10/22,Spread_Port_06,-183
2020/10/23,Spread_Port_01,-63.2
2020/10/23,Spread_Port_02,-224.4
2020/10/23,Spread_Port_03,-392.6
2020/10/23,Spread_Port_04,-161.2
2020/10/23,Spread_Port_05,-329.4
2020/10/23,Spread_Port_06,-168.2
2020/10/26,Spread_Port_01,-66.2
2020/10/26,Spread_Port_02,-240
2020/10/26,Spread_Port_03,-418.8
2020/10/26,Spread_Port_04,-173.8
2020/10/26,Spread_Port_05,-352.6
2020/10/26,Spread_Port_06,-178.8
2020/10/27,Spread_Port_01,-59.8
2020/10/27,Spread_Port_02,-229.6
2020/10/27,Spread_Port_03,-404.6
2020/10/27,Spread_Port_04,-169.8
2020/10/27,Spread_Port_05,-344.8
2020/10/27,Spread_Port_06,-175
2020/10/28,Spread_Port_01,-59.6
2020/10/28,Spread_Port_02,-228.4
2020/10/28,Spread_Port_03,-396.8
2020/10/28,Spread_Port_04,-168.8
2020/10/28,Spread_Port_05,-337.2
2020/10/28,Spread_Port_06,-168.4
2020/10/29,Spread_Port_01,-59.2
2020/10/29,Spread_Port_02,-227.8
2020/10/29,Spread_Port_03,-394
2020/10/29,Spread_Port_04,-168.6
2020/10/29,Spread_Port_05,-334.8
2020/10/29,Spread_Port_06,-166.2
2020/10/30,Spread_Port_01,-48.6
2020/10/30,Spread_Port_02,-217
2020/10/30,Spread_Port_03,-378.2
2020/10/30,Spread_Port_04,-168.4
2020/10/30,Spread_Port_05,-329.6
2020/10/30,Spread_Port_06,-161.2
2020/11/2,Spread_Port_01,-52
2020/11/2,Spread_Port_02,-207.4
2020/11/2,Spread_Port_03,-366
2020/11/2,Spread_Port_04,-155.4
2020/11/2,Spread_Port_05,-314
2020/11/2,Spread_Port_06,-158.6
2020/11/3,Spread_Port_01,-56.6
2020/11/3,Spread_Port_02,-212.2
2020/11/3,Spread_Port_03,-377.2
2020/11/3,Spread_Port_04,-155.6
2020/11/3,Spread_Port_05,-320.6
2020/11/3,Spread_Port_06,-165
2020/11/4,Spread_Port_01,-56.2
2020/11/4,Spread_Port_02,-221.2
2020/11/4,Spread_Port_03,-389
2020/11/4,Spread_Port_04,-165
2020/11/4,Spread_Port_05,-332.8
2020/11/4,Spread_Port_06,-167.8
2020/11/5,Spread_Port_01,-61.6
2020/11/5,Spread_Port_02,-229.2
2020/11/5,Spread_Port_03,-396
2020/11/5,Spread_Port_04,-167.6
2020/11/5,Spread_Port_05,-334.4
2020/11/5,Spread_Port_06,-166.8
2020/11/6,Spread_Port_01,-60.4
2020/11/6,Spread_Port_02,-225.8
2020/11/6,Spread_Port_03,-392.4
2020/11/6,Spread_Port_04,-165.4
2020/11/6,Spread_Port_05,-332
2020/11/6,Spread_Port_06,-166.6
2020/11/9,Spread_Port_01,-57.2
2020/11/9,Spread_Port_02,-223.4
2020/11/9,Spread_Port_03,-385.6
2020/11/9,Spread_Port_04,-166.2
2020/11/9,Spread_Port_05,-328.4
2020/11/9,Spread_Port_06,-162.2
2020/11/10,Spread_Port_01,-69.4
2020/11/10,Spread_Port_02,-244.6
2020/11/10,Spread_Port_03,-409.6
2020/11/10,Spread_Port_04,-175.2
2020/11/10,Spread_Port_05,-340.2
2020/11/10,Spread_Port_06,-165
2020/11/11,Spread_Port_01,-63.4
2020/11/11,Spread_Port_02,-237.4
2020/11/11,Spread_Port_03,-398
2020/11/11,Spread_Port_04,-174
2020/11/11,Spread_Port_05,-334.6
2020/11/11,Spread_Port_06,-160.6
2020/11/12,Spread_Port_01,-66.2
2020/11/12,Spread_Port_02,-243.8
2020/11/12,Spread_Port_03,-401.8
2020/11/12,Spread_Port_04,-177.6
2020/11/12,Spread_Port_05,-335.6
2020/11/12,Spread_Port_06,-158
2020/11/13,Spread_Port_01,-68.4
2020/11/13,Spread_Port_02,-248.6
2020/11/13,Spread_Port_03,-398.8
2020/11/13,Spread_Port_04,-180.2
2020/11/13,Spread_Port_05,-330.4
2020/11/13,Spread_Port_06,-150.2
2020/11/16,Spread_Port_01,-76.8
2020/11/16,Spread_Port_02,-264
2020/11/16,Spread_Port_03,-424.8
2020/11/16,Spread_Port_04,-187.2
2020/11/16,Spread_Port_05,-348
2020/11/16,Spread_Port_06,-160.8
2020/11/17,Spread_Port_01,-68.2
2020/11/17,Spread_Port_02,-259
2020/11/17,Spread_Port_03,-417
2020/11/17,Spread_Port_04,-190.8
2020/11/17,Spread_Port_05,-348.8
2020/11/17,Spread_Port_06,-158
2020/11/18,Spread_Port_01,-60
2020/11/18,Spread_Port_02,-234.6
2020/11/18,Spread_Port_03,-387.4
2020/11/18,Spread_Port_04,-174.6
2020/11/18,Spread_Port_05,-327.4
2020/11/18,Spread_Port_06,-152.8
2020/11/19,Spread_Port_01,-52.4
2020/11/19,Spread_Port_02,-225.6
2020/11/19,Spread_Port_03,-385
2020/11/19,Spread_Port_04,-173.2
2020/11/19,Spread_Port_05,-332.6
2020/11/19,Spread_Port_06,-159.4
2020/11/20,Spread_Port_01,-43.7854
2020/11/20,Spread_Port_02,-212.5854
2020/11/20,Spread_Port_03,-364.1854
2020/11/20,Spread_Port_04,-168.8
2020/11/20,Spread_Port_05,-320.4
2020/11/20,Spread_Port_06,-151.6
2020/11/23,Spread_Port_01,-48
2020/11/23,Spread_Port_02,-148
2020/11/23,Spread_Port_03,-291.2
2020/11/23,Spread_Port_04,-100
2020/11/23,Spread_Port_05,-243.2
2020/11/23,Spread_Port_06,-143.2
2020/11/24,Spread_Port_01,-50.2
2020/11/24,Spread_Port_02,-156.2
2020/11/24,Spread_Port_03,-297.2
2020/11/24,Spread_Port_04,-106
2020/11/24,Spread_Port_05,-247
2020/11/24,Spread_Port_06,-141
2020/11/25,Spread_Port_01,-43
2020/11/25,Spread_Port_02,-140.8
2020/11/25,Spread_Port_03,-280.2
2020/11/25,Spread_Port_04,-97.8
2020/11/25,Spread_Port_05,-237.2
2020/11/25,Spread_Port_06,-139.4
2020/11/26,Spread_Port_01,-44.6
2020/11/26,Spread_Port_02,-136
2020/11/26,Spread_Port_03,-262
2020/11/26,Spread_Port_04,-91.4
2020/11/26,Spread_Port_05,-217.4
2020/11/26,Spread_Port_06,-126
2020/11/27,Spread_Port_01,-46
2020/11/27,Spread_Port_02,-134.4
2020/11/27,Spread_Port_03,-265
2020/11/27,Spread_Port_04,-88.4
2020/11/27,Spread_Port_05,-219
2020/11/27,Spread_Port_06,-130.6
2020/11/30,Spread_Port_01,-49.6
2020/11/30,Spread_Port_02,-129
2020/11/30,Spread_Port_03,-265.8
2020/11/30,Spread_Port_04,-79.4
2020/11/30,Spread_Port_05,-216.2
2020/11/30,Spread_Port_06,-136.8
2020/12/1,Spread_Port_01,-46
2020/12/1,Spread_Port_02,-132.6
2020/12/1,Spread_Port_03,-261.2
2020/12/1,Spread_Port_04,-86.6
2020/12/1,Spread_Port_05,-215.2
2020/12/1,Spread_Port_06,-128.6
2020/12/2,Spread_Port_01,-48.8
2020/12/2,Spread_Port_02,-140
2020/12/2,Spread_Port_03,-277.2
2020/12/2,Spread_Port_04,-91.2
2020/12/2,Spread_Port_05,-228.4
2020/12/2,Spread_Port_06,-137.2
2020/12/3,Spread_Port_01,-52.4
2020/12/3,Spread_Port_02,-155.2
2020/12/3,Spread_Port_03,-296.8
2020/12/3,Spread_Port_04,-102.8
2020/12/3,Spread_Port_05,-244.4
2020/12/3,Spread_Port_06,-141.6
2020/12/4,Spread_Port_01,-54.8
2020/12/4,Spread_Port_02,-167.4
2020/12/4,Spread_Port_03,-315.6
2020/12/4,Spread_Port_04,-112.6
2020/12/4,Spread_Port_05,-260.8
2020/12/4,Spread_Port_06,-148.2
2020/12/7,Spread_Port_01,-48.4
2020/12/7,Spread_Port_02,-164.6
2020/12/7,Spread_Port_03,-319.8
2020/12/7,Spread_Port_04,-116.2
2020/12/7,Spread_Port_05,-271.4
2020/12/7,Spread_Port_06,-155.2
2020/12/8,Spread_Port_01,-51.2
2020/12/8,Spread_Port_02,-168.4
2020/12/8,Spread_Port_03,-326
2020/12/8,Spread_Port_04,-117.2
2020/12/8,Spread_Port_05,-274.8
2020/12/8,Spread_Port_06,-157.6
2020/12/9,Spread_Port_01,-56
2020/12/9,Spread_Port_02,-161.8
2020/12/9,Spread_Port_03,-305
2020/12/9,Spread_Port_04,-105.8
2020/12/9,Spread_Port_05,-249
2020/12/9,Spread_Port_06,-143.2
2020/12/10,Spread_Port_01,-52.6
2020/12/10,Spread_Port_02,-168.6
2020/12/10,Spread_Port_03,-312.6
2020/12/10,Spread_Port_04,-116
2020/12/10,Spread_Port_05,-260
2020/12/10,Spread_Port_06,-144
2020/12/11,Spread_Port_01,-60.4
2020/12/11,Spread_Port_02,-161.2
2020/12/11,Spread_Port_03,-304.4
2020/12/11,Spread_Port_04,-100.8
2020/12/11,Spread_Port_05,-244
2020/12/11,Spread_Port_06,-143.2
2020/12/14,Spread_Port_01,-54.8
2020/12/14,Spread_Port_02,-166.4
2020/12/14,Spread_Port_03,-317.2
2020/12/14,Spread_Port_04,-111.6
2020/12/14,Spread_Port_05,-262.4
2020/12/14,Spread_Port_06,-150.8
2020/12/15,Spread_Port_01,-51
2020/12/15,Spread_Port_02,-162.8
2020/12/15,Spread_Port_03,-327.6
2020/12/15,Spread_Port_04,-111.8
2020/12/15,Spread_Port_05,-276.6
2020/12/15,Spread_Port_06,-164.8
2020/12/16,Spread_Port_01,-48.6
2020/12/16,Spread_Port_02,-160.6
2020/12/16,Spread_Port_03,-333.6
2020/12/16,Spread_Port_04,-112
2020/12/16,Spread_Port_05,-285
2020/12/16,Spread_Port_06,-173
2020/12/17,Spread_Port_01,-36
2020/12/17,Spread_Port_02,-139.4
2020/12/17,Spread_Port_03,-298
2020/12/17,Spread_Port_04,-103.4
2020/12/17,Spread_Port_05,-262
2020/12/17,Spread_Port_06,-158.6
2020/12/18,Spread_Port_01,-45.318
2020/12/18,Spread_Port_02,-144.918
2020/12/18,Spread_Port_03,-306.918
2020/12/18,Spread_Port_04,-99.6
2020/12/18,Spread_Port_05,-261.6
2020/12/18,Spread_Port_06,-162
2020/12/21,Spread_Port_01,-48.2
2020/12/21,Spread_Port_02,-105.6
2020/12/21,Spread_Port_03,-269.8
2020/12/21,Spread_Port_04,-57.4
2020/12/21,Spread_Port_05,-221.6
2020/12/21,Spread_Port_06,-164.2
2020/12/22,Spread_Port_01,-43.6
2020/12/22,Spread_Port_02,-93.2
2020/12/22,Spread_Port_03,-242.6
2020/12/22,Spread_Port_04,-49.6
2020/12/22,Spread_Port_05,-199
2020/12/22,Spread_Port_06,-149.4
2020/12/23,Spread_Port_01,-53.6
2020/12/23,Spread_Port_02,-93.8
2020/12/23,Spread_Port_03,-247.4
2020/12/23,Spread_Port_04,-40.2
2020/12/23,Spread_Port_05,-193.8
2020/12/23,Spread_Port_06,-153.6
2020/12/24,Spread_Port_01,-41.6
2020/12/24,Spread_Port_02,-83.2
2020/12/24,Spread_Port_03,-229.8
2020/12/24,Spread_Port_04,-41.6
2020/12/24,Spread_Port_05,-188.2
2020/12/24,Spread_Port_06,-146.6
2020/12/25,Spread_Port_01,-45
2020/12/25,Spread_Port_02,-87.4
2020/12/25,Spread_Port_03,-235.8
2020/12/25,Spread_Port_04,-42.4
2020/12/25,Spread_Port_05,-190.8
2020/12/25,Spread_Port_06,-148.4
2020/12/28,Spread_Port_01,-40.8
2020/12/28,Spread_Port_02,-86
2020/12/28,Spread_Port_03,-227.6
2020/12/28,Spread_Port_04,-45.2
2020/12/28,Spread_Port_05,-186.8
2020/12/28,Spread_Port_06,-141.6
2020/12/29,Spread_Port_01,-43.2
2020/12/29,Spread_Port_02,-83.8
2020/12/29,Spread_Port_03,-221.6
2020/12/29,Spread_Port_04,-40.6
2020/12/29,Spread_Port_05,-178.4
2020/12/29,Spread_Port_06,-137.8
2020/12/30,Spread_Port_01,-47
2020/12/30,Spread_Port_02,-90
2020/12/30,Spread_Port_03,-228.8
2020/12/30,Spread_Port_04,-43
2020/12/30,Spread_Port_05,-181.8
2020/12/30,Spread_Port_06,-138.8
2020/12/31,Spread_Port_01,-47.2
2020/12/31,Spread_Port_02,-95.2
2020/12/31,Spread_Port_03,-240.6
2020/12/31,Spread_Port_04,-48
2020/12/31,Spread_Port_05,-193.4
2020/12/31,Spread_Port_06,-145.4
2021/1/4,Spread_Port_01,-52
2021/1/4,Spread_Port_02,-115.2
2021/1/4,Spread_Port_03,-267.2
2021/1/4,Spread_Port_04,-63.2
2021/1/4,Spread_Port_05,-215.2
2021/1/4,Spread_Port_06,-152
2021/1/5,Spread_Port_01,-60.8
2021/1/5,Spread_Port_02,-127
2021/1/5,Spread_Port_03,-287.4
2021/1/5,Spread_Port_04,-66.2
2021/1/5,Spread_Port_05,-226.6
2021/1/5,Spread_Port_06,-160.4
2021/1/6,Spread_Port_01,-65
2021/1/6,Spread_Port_02,-131.6
2021/1/6,Spread_Port_03,-295.2
2021/1/6,Spread_Port_04,-66.6
2021/1/6,Spread_Port_05,-230.2
2021/1/6,Spread_Port_06,-163.6
2021/1/7,Spread_Port_01,-69.8
2021/1/7,Spread_Port_02,-141
2021/1/7,Spread_Port_03,-313.2
2021/1/7,Spread_Port_04,-71.2
2021/1/7,Spread_Port_05,-243.4
2021/1/7,Spread_Port_06,-172.2
2021/1/8,Spread_Port_01,-59.8
2021/1/8,Spread_Port_02,-127.6
2021/1/8,Spread_Port_03,-280.6
2021/1/8,Spread_Port_04,-67.8
2021/1/8,Spread_Port_05,-220.8
2021/1/8,Spread_Port_06,-153
2021/1/11,Spread_Port_01,-55.6
2021/1/11,Spread_Port_02,-129.4
2021/1/11,Spread_Port_03,-288.8
2021/1/11,Spread_Port_04,-73.8
2021/1/11,Spread_Port_05,-233.2
2021/1/11,Spread_Port_06,-159.4
2021/1/12,Spread_Port_01,-74
2021/1/12,Spread_Port_02,-147.6
2021/1/12,Spread_Port_03,-320.6
2021/1/12,Spread_Port_04,-73.6
2021/1/12,Spread_Port_05,-246.6
2021/1/12,Spread_Port_06,-173
2021/1/13,Spread_Port_01,-67.6
2021/1/13,Spread_Port_02,-135.2
2021/1/13,Spread_Port_03,-309.8
2021/1/13,Spread_Port_04,-67.6
2021/1/13,Spread_Port_05,-242.2
2021/1/13,Spread_Port_06,-174.6
2021/1/14,Spread_Port_01,-48.6
2021/1/14,Spread_Port_02,-114.6
2021/1/14,Spread_Port_03,-281.6
2021/1/14,Spread_Port_04,-66
2021/1/14,Spread_Port_05,-233
2021/1/14,Spread_Port_06,-167
2021/1/15,Spread_Port_01,-66.5011
2021/1/15,Spread_Port_02,-124.3011
2021/1/15,Spread_Port_03,-283.1011
2021/1/15,Spread_Port_04,-57.8
2021/1/15,Spread_Port_05,-216.6
2021/1/15,Spread_Port_06,-158.8
2021/1/18,Spread_Port_01,-66.4
2021/1/18,Spread_Port_02,-244
2021/1/18,Spread_Port_03,-400
2021/1/18,Spread_Port_04,-177.6
2021/1/18,Spread_Port_05,-333.6
2021/1/18,Spread_Port_06,-156
2021/1/19,Spread_Port_01,-59.4
2021/1/19,Spread_Port_02,-229.2
2021/1/19,Spread_Port_03,-384.2
2021/1/19,Spread_Port_04,-169.8
2021/1/19,Spread_Port_05,-324.8
2021/1/19,Spread_Port_06,-155
2021/1/20,Spread_Port_01,-65.6
2021/1/20,Spread_Port_02,-242.2
2021/1/20,Spread_Port_03,-405.4
2021/1/20,Spread_Port_04,-176.6
2021/1/20,Spread_Port_05,-339.8
2021/1/20,Spread_Port_06,-163.2
2021/1/21,Spread_Port_01,-62.8
2021/1/21,Spread_Port_02,-243.4
2021/1/21,Spread_Port_03,-406.4
2021/1/21,Spread_Port_04,-180.6
2021/1/21,Spread_Port_05,-343.6
2021/1/21,Spread_Port_06,-163
2021/1/22,Spread_Port_01,-64
2021/1/22,Spread_Port_02,-251.2
2021/1/22,Spread_Port_03,-418.6
2021/1/22,Spread_Port_04,-187.2
2021/1/22,Spread_Port_05,-354.6
2021/1/22,Spread_Port_06,-167.4
2021/1/25,Spread_Port_01,-68.4
2021/1/25,Spread_Port_02,-257
2021/1/25,Spread_Port_03,-429
2021/1/25,Spread_Port_04,-188.6
2021/1/25,Spread_Port_05,-360.6
2021/1/25,Spread_Port_06,-172
2021/1/26,Spread_Port_01,-67.8
2021/1/26,Spread_Port_02,-256.8
2021/1/26,Spread_Port_03,-424
2021/1/26,Spread_Port_04,-189
2021/1/26,Spread_Port_05,-356.2
2021/1/26,Spread_Port_06,-167.2
2021/1/27,Spread_Port_01,-67.2
2021/1/27,Spread_Port_02,-260
2021/1/27,Spread_Port_03,-435.8
2021/1/27,Spread_Port_04,-192.8
2021/1/27,Spread_Port_05,-368.6
2021/1/27,Spread_Port_06,-175.8
2021/1/28,Spread_Port_01,-61.4
2021/1/28,Spread_Port_02,-247.4
2021/1/28,Spread_Port_03,-414.4
2021/1/28,Spread_Port_04,-186
2021/1/28,Spread_Port_05,-353
2021/1/28,Spread_Port_06,-167
2021/1/29,Spread_Port_01,-60.4
2021/1/29,Spread_Port_02,-243.4
2021/1/29,Spread_Port_03,-408.6
2021/1/29,Spread_Port_04,-183
2021/1/29,Spread_Port_05,-348.2
2021/1/29,Spread_Port_06,-165.2
2021/2/1,Spread_Port_01,-64.6
2021/2/1,Spread_Port_02,-250.8
2021/2/1,Spread_Port_03,-427.2
2021/2/1,Spread_Port_04,-186.2
2021/2/1,Spread_Port_05,-362.6
2021/2/1,Spread_Port_06,-176.4
2021/2/2,Spread_Port_01,-69.2
2021/2/2,Spread_Port_02,-260.8
2021/2/2,Spread_Port_03,-440.6
2021/2/2,Spread_Port_04,-191.6
2021/2/2,Spread_Port_05,-371.4
2021/2/2,Spread_Port_06,-179.8
2021/2/3,Spread_Port_01,-69
2021/2/3,Spread_Port_02,-259.4
2021/2/3,Spread_Port_03,-438.6
2021/2/3,Spread_Port_04,-190.4
2021/2/3,Spread_Port_05,-369.6
2021/2/3,Spread_Port_06,-179.2
2021/2/4,Spread_Port_01,-65.8
2021/2/4,Spread_Port_02,-248.6
2021/2/4,Spread_Port_03,-419.6
2021/2/4,Spread_Port_04,-182.8
2021/2/4,Spread_Port_05,-353.8
2021/2/4,Spread_Port_06,-171
2021/2/5,Spread_Port_01,-56.2
2021/2/5,Spread_Port_02,-236.2
2021/2/5,Spread_Port_03,-412.8
2021/2/5,Spread_Port_04,-180
2021/2/5,Spread_Port_05,-356.6
2021/2/5,Spread_Port_06,-176.6
2021/2/8,Spread_Port_01,-53.6
2021/2/8,Spread_Port_02,-237.6
2021/2/8,Spread_Port_03,-408.8
2021/2/8,Spread_Port_04,-184
2021/2/8,Spread_Port_05,-355.2
2021/2/8,Spread_Port_06,-171.2
